"Codi postal","Latitud","Longitud"
43001,41.1155815774369,1.24806235780942
43002,41.1210655096531,1.24971163391349
43003,41.1169947435257,1.25841347971579
43004,41.1071822347843,1.24456699854149
43005,41.1178685297829,1.24036027676188
43006,41.1178998046578,1.21100810046366
43007,41.1390602350436,1.2789772738017
43008,41.1418150409655,1.34385468273382
43100,41.1230370022578,1.19147504466172
43110,41.1239954313374,1.1766597204713
43120,41.1613380693753,1.19170117847868
43130,41.157788049984,1.24237469944314
43140,41.1827120481243,1.21287594625433
43141,41.2115770577457,1.19576070996706
43142,41.2224230041459,1.22016629589097
43143,41.2380345893333,1.21996820457221
43144,41.2459384594744,1.25215576966233
43150,41.1735710033146,1.28136505133777
43151,41.1681078775339,1.25987678276082
43152,41.1859652612131,1.25045765458453
43153,41.2097888987118,1.24464097513014
43154,41.2189863533574,1.25363386314759
43155,41.2232314429159,1.19896493704179
43178,41.2403083035085,1.52153320189183
43201,41.1565174895264,1.10746700095331
43202,41.1553510308497,1.10044222539428
43203,41.1740102591681,1.13319706035055
43204,41.1409500843877,1.14669232254092
43205,41.1417641411626,1.1065477509433
43206,41.125399591725,1.12754588034671
43300,41.0741000176214,0.953546229452725
43310,41.1002971176428,0.873308576802518
43311,41.1056475148906,0.924033659995661
43312,41.1057413451584,0.962632805359587
43320,41.0736414097951,0.833673385595623
43321,41.0420006593937,0.85253216141619
43330,41.1361247523006,1.05796733040491
43340,41.1177795250901,1.00134114238651
43350,41.1781165623363,1.01719421293179
43360,41.2711252082319,0.906189198167242
43361,41.2730787038895,0.853192942318134
43362,41.2648851152231,0.940706024574712
43363,41.3250089174638,0.856066947231286
43364,41.2751407399747,0.998290370845274
43365,41.2384844139753,0.95656127936802
43370,41.2707306784903,0.663716759865987
43371,41.2997910496274,0.77423791524163
43372,41.2825035893064,0.721036767450669
43373,41.2458559719763,0.730265462988214
43374,41.2206975469192,0.755429486606743
43375,41.2307233441044,0.780969188884268
43376,41.2319087019354,0.845131551033657
43379,41.2600365406304,0.801213905970585
43380,41.2496120923166,1.03529658714672
43381,41.2083580655445,1.05003612526653
43382,41.1876677418701,1.03416594330228
43390,41.1735980019703,0.96466821579445
43391,41.0989479980678,1.05471582063441
43392,41.1888463646205,1.09091088459352
43393,41.1996531137882,1.10049202911499
43400,41.3647526627676,1.16442087892246
43410,41.4051949905205,1.1696802841016
43411,41.4494056753171,1.15053375649387
43412,41.4638708738625,1.18354220475987
43413,41.5165064346848,1.20049103711953
43414,41.3534838471135,1.21541079071462
43415,41.3358232732714,1.09722559020797
43420,41.5340785787889,1.37011346070688
43421,41.4750498156756,1.40721991082571
43422,41.4111470306708,1.22917694744246
43423,41.4206290461819,1.19214975211082
43424,41.4466905136141,1.24838717129102
43425,41.4544336813163,1.29613331189671
43430,41.3813325411325,1.03665475913749
43439,41.3390873756573,0.94864939250824
43440,41.421156748154,1.10405196248495
43448,41.3606557859196,1.07040851891786
43449,41.4765297590561,1.06928774901732
43450,41.3068052686823,1.17145089231343
43459,41.3182698052741,1.12815112058208
43460,41.262626779014,1.16436586146092
43461,41.2902519425413,1.19079963458874
43470,41.2114491457617,1.13448150592423
43479,41.2458406349296,1.10422039691151
43480,41.1038319287657,1.13525440131952
43481,41.0858125271807,1.18145205243422
43490,41.33445775923,1.16415443067467
43491,41.3021347900045,1.20706147850547
43500,40.8061686756896,0.568284001419524
43510,40.8671219613855,0.583299760413185
43511,40.9153517940573,0.552405638321355
43512,40.9676800975363,0.523485341744894
43513,40.9750155269014,0.614937343351683
43514,40.721525965611,0.354799058039918
43515,40.6946112685698,0.439677796528964
43516,40.6622920810358,0.463917862827018
43517,40.7607852018309,0.504877679342301
43519,40.887468613798,0.683834248860396
43520,40.8199721992444,0.503274839632756
43527,40.8429421740116,0.456598007475053
43528,40.8539269625028,0.368032557560582
43529,40.7877412246055,0.400876380745949
43530,40.5962607534294,0.544168963159468
43540,40.632916924947,0.598111366106234
43548,40.5752161659366,0.656141143065158
43549,40.6422927041887,0.688390992244153
43550,40.5911869027994,0.468901078850321
43558,40.6276048779359,0.507822395876557
43559,40.6388713032384,0.391047186534854
43560,40.7019767369574,0.274101715450848
43569,40.5583331912032,0.516418183953571
43570,40.7231347614609,0.481229108050942
43580,40.7278975681191,0.86118298746803
43590,40.8400314248964,0.501815154270547
43591,40.8670617431425,0.474311653723993
43592,40.9029552121241,0.463340214406246
43593,40.927711709827,0.409106799598605
43594,41.018660961544,0.501855428900787
43595,40.9752505069013,0.411111501046127
43596,40.9375279747697,0.322973151094669
43597,40.8762540448778,0.27572291858928
43700,41.2198679717487,1.52677989604975
43710,41.2441397901481,1.54510998638197
43711,41.2707688930848,1.55947611174448
43712,41.2851159509819,1.54455288049896
43713,41.3079036763533,1.55515990048269
43714,41.3736880549442,1.49717811085919
43715,41.4041048608363,1.45398649221133
43716,41.2571000327185,1.50799868271074
43717,41.2795076000000,1.48755860000000
43720,41.3114954921184,1.63572325825194
43730,41.1601454392874,0.815236217151362
43736,41.1320030767887,0.732095026225536
43737,41.1924315955008,0.740441895512347
43738,41.1589000218989,0.759392948521087
43739,41.1964845090145,0.854999005845147
43740,41.0979764514715,0.597428224439072
43746,41.0135318203672,0.724474113700651
43747,41.0413575524422,0.577707776321533
43748,41.0291543252862,0.637490924934936
43749,41.1419357155679,0.652101601078741
43750,41.2609452415643,0.566471211108558
43760,41.1967436758036,1.1899664579942
43761,41.1830841273989,1.40493591773101
43762,41.1637143779211,1.35583102829388
43763,41.2029798861027,1.36146239147573
43764,41.1791101622387,1.36208040154908
43765,41.2083225681752,1.27813787356142
43770,41.0944061688454,0.667541447159636
43771,41.1356327617301,0.958016731735462
43772,41.1462672439242,1.00385423924664
43773,41.1311946891602,0.903154939608826
43774,41.152158391263,0.87341063203039
43775,41.1265907784544,0.801419733293437
43776,41.0948006199665,0.799678580704134
43777,41.1058371744372,0.748185981868019
43780,41.0541158829615,0.421433593972798
43781,41.1714019776688,0.46866155955445
43782,41.147753340842,0.400381091445527
43783,41.193347136457,0.347714934365319
43784,41.0986104879092,0.475903359886331
43785,41.0149268904696,0.372592210523678
43786,41.1043014821495,0.295362912040933
43787,41.0426899090697,0.281713091098473
43790,41.2611829950171,0.446757968150513
43791,41.16420827418,0.55026279201155
43792,41.2161321959781,0.622392859406157
43800,41.2973525916412,1.24221210975248
43810,41.3468552089321,1.31121183497845
43811,41.3595311434685,1.25762775021392
43812,41.2772517697427,1.34141328931315
43813,41.2974385169891,1.30650302121799
43820,41.2082023005653,1.58099633694927
43830,41.1512307232316,1.40813281342866
43839,41.1819629741373,1.43215660962133
43840,41.0794384183631,1.14468173097764
43850,41.0825584186354,1.04191747694578
43860,40.9074336137456,0.775402281935226
43870,40.6764215443065,0.6365934253519
43877,40.7011154333263,0.713453043618901
43878,40.7140359786991,0.53068612033969
43879,40.690017597224,0.808374329760712
43880,41.1947414316456,1.51507076330936
43881,41.2097501605715,1.63018047825193
43882,41.2104764460895,1.60595314403251
43883,41.1864004885087,1.46108607164294
43884,41.2250302977875,1.43599103503839
43885,41.2342334178496,1.37347467070379
43886,41.245411576266,1.32891179710915
43887,41.2525906530917,1.28980571068446
43890,40.9915739752829,0.901739697366224
43891,40.9961628380966,0.83609366885367
43892,41.0361149296002,0.958515861698686
43893,41.1518338127134,1.38021368439313
43894,40.779551683271,0.651475563560668
43895,40.8123918942182,0.690407967654522
43896,40.7483023614138,0.610967691034112
43897,40.7571929369679,0.563935027902914
